row_seq,t_us,baro_valid,baro_updated,baro_seq,bmp_T,bmp_P,bmp_alt,imu_valid,imu_updated,imu_seq,ax,ay,az,gx,gy,gz,aux_valid,aux_updated,aux_seq,lis_ax,lis_ay,lis_az,att_valid,att_updated,att_seq,q0,q1,q2,q3,auxvz_valid,auxvz_updated,auxvz_seq,a_vertical,est_valid,est_updated,est_seeded,est_seq,est_h,est_v,est_a,P00,P01,P10,P11,arm_state,policy_runtime_enabled,software_arm_token,phase,actuator_us,phase_diag_valid,phase_diag_updated,phase_diag_seq,phase_diag_t_ms,phase_diag_age_ms,phase_launch_latched,phase_burnout_latched,phase_descent_latched,phase_launch_candidate,phase_burnout_candidate,phase_descent_candidate,phase_boost_dwell_met,phase_coast_dwell_met,phase_brake_active,phase_launch_confirm_ms,phase_burnout_confirm_ms,phase_descent_confirm_ms,phase_since_launch_ms,phase_since_burnout_ms,policy_valid,policy_cmd,apogee_no_brake,apogee_full_brake,target_apogee,apogee_error,target_nominal,target_effective,uncertainty_margin,warn_mask,gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
49,980000,1,1,50,21.511748,1001.260615,100.298791,1,1,50,0.139358,0.137316,9.916152,0.009264,0.014977,0.002292,1,1,50,0.183409,0.165639,9.973529,1,1,50,0.999993,0.001346,0.002106,0.002931,1,1,50,0,1,1,1,50,0,0,0,9,0.002935,0.002935,6,1,0,0,0,1000,1,1,50,980,0,0,0,0,1,0,0,0,0,0,40,0,0,4294967295,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.565495,1.133723,0,1.592341,-0.397381,0
50,1000000,1,1,51,21.511771,1001.255656,100.340476,1,1,51,0.141728,0.136404,99.915733,0.009400,0.014856,0.002337,1,1,51,0.186288,0.164272,99.973547,1,1,51,0.999992,0.001372,0.002149,0.002928,1,1,51,90,1,1,1,51,0.036000,1.800000,90,9,0.002995,0.002995,6,2,1,1,1,1000,1,1,51,1000,0,1,0,0,1,0,0,0,0,0,60,0,0,0,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.597339,1.125766,0.036000,1.592027,-0.398338,1.800000
51,1020000,1,1,52,21.511578,1001.246418,100.418136,1,1,52,0.144070,0.135476,99.915188,0.009533,0.014733,0.002381,1,1,52,0.189118,0.162881,99.973400,1,1,52,0.999992,0.001398,0.002191,0.002925,1,1,52,90,1,1,1,52,0.108000,3.600000,90,8.992500,0.003055,0.003055,5.995333,2,1,1,1,1000,1,1,52,1020,0,1,0,0,0,0,0,0,0,0,80,0,0,20,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.629176,1.117789,0.108000,1.591706,-0.399294,3.600000
52,1040000,1,1,53,21.511170,1001.232900,100.531772,1,1,53,0.146383,0.134531,99.914518,0.009662,0.014608,0.002425,1,1,53,0.191898,0.161467,99.973088,1,1,53,0.999992,0.001424,0.002234,0.002922,1,1,53,90,1,1,1,53,0.216000,5.400000,90,8.985000,0.003114,0.003114,5.990667,2,1,1,1,1000,1,1,53,1040,0,1,0,0,0,0,0,0,0,0,100,0,0,40,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.661007,1.109794,0.216000,1.591378,-0.400249,5.400000
53,1060000,1,1,54,21.510545,1001.215103,100.681381,1,1,54,0.148668,0.133570,99.913723,0.009789,0.014481,0.002468,1,1,54,0.194627,0.160030,99.972611,1,1,54,0.999992,0.001450,0.002276,0.002919,1,1,54,90,1,1,1,54,0.360000,7.200000,90,8.977500,0.003174,0.003174,5.986000,2,1,1,1,1000,1,1,54,1060,0,1,0,0,0,0,0,0,0,0,120,0,0,60,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.692831,1.101779,0.360000,1.591045,-0.401204,7.200000
54,1080000,1,1,55,21.509704,1001.193026,100.866965,1,1,55,0.150924,0.132593,99.912804,0.009912,0.014351,0.002512,1,1,55,0.197305,0.158569,99.971972,1,1,55,0.999992,0.001477,0.002319,0.002916,1,1,55,90,1,1,1,55,0.540000,9,90,8.970000,0.003234,0.003234,5.981333,2,1,1,1,1000,1,1,55,1080,0,1,0,0,0,0,0,0,0,0,140,0,0,80,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.724649,1.093746,0.540000,1.590705,-0.402158,9
55,1100000,1,1,56,21.508647,1001.166671,101.088522,1,1,56,0.153150,0.131600,99.911763,0.010032,0.014220,0.002556,1,1,56,0.199931,0.157086,99.971169,1,1,56,0.999992,0.001503,0.002361,0.002913,1,1,56,90,1,1,1,56,0.756000,10.800000,90,8.962500,0.003293,0.003293,5.976667,2,1,1,1,1000,1,1,56,1100,0,1,0,0,0,0,0,0,0,0,160,0,0,100,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.756459,1.085693,0.756000,1.590359,-0.403111,10.800000
56,1120000,1,1,57,21.507374,1001.136038,101.346052,1,1,57,0.155346,0.130591,99.910600,0.010149,0.014086,0.002599,1,1,57,0.202504,0.155581,99.970205,1,1,57,0.999992,0.001528,0.002403,0.002910,1,1,57,90,1,1,1,57,1.008000,12.600000,90,8.955000,0.003353,0.003353,5.972000,2,1,1,1,1000,1,1,57,1120,0,1,0,0,0,0,0,0,0,0,180,0,0,120,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.788263,1.077621,1.008000,1.590007,-0.404064,12.600000
57,1140000,1,1,58,21.505885,1001.101127,101.639555,1,1,58,0.157511,0.129567,99.909317,0.010263,0.013951,0.002642,1,1,58,0.205023,0.154053,99.969080,1,1,58,0.999992,0.001554,0.002446,0.002907,1,1,58,90,1,1,1,58,1.296000,14.400000,90,8.947500,0.003413,0.003413,5.967333,2,1,1,1,1000,1,1,58,1140,0,1,0,0,0,0,0,0,0,0,200,0,0,140,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.820059,1.069530,1.296000,1.589648,-0.405016,14.400000
58,1160000,1,1,59,21.504180,1001.061937,101.969030,1,1,59,0.159646,0.128526,99.907915,0.010373,0.013813,0.002685,1,1,59,0.207489,0.152504,99.967797,1,1,59,0.999991,0.001580,0.002488,0.002903,1,1,59,90,1,1,1,59,1.620000,16.200000,90,8.940000,0.003472,0.003472,5.962667,2,1,1,1,1000,1,1,59,1160,0,1,0,0,0,0,0,0,0,0,220,0,0,160,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.851849,1.061421,1.620000,1.589283,-0.405967,16.200000
59,1180000,1,1,60,21.502259,1001.018471,102.334477,1,1,60,0.161750,0.127470,99.906396,0.010480,0.013674,0.002728,1,1,60,0.209901,0.150932,99.966356,1,1,60,0.999991,0.001606,0.002530,0.002900,1,1,60,90,1,1,1,60,1.980000,18,90,8.932500,0.003532,0.003532,5.958000,2,1,1,1,1000,1,1,60,1180,0,1,0,0,0,0,0,0,0,0,240,0,0,180,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.883631,1.053292,1.980000,1.588912,-0.406918,18
60,1200000,1,1,61,21.500122,1000.970728,102.735895,1,1,61,0.163821,0.126399,99.904762,0.010583,0.013533,0.002771,1,1,61,0.212257,0.149340,99.964759,1,1,61,0.999991,0.001631,0.002572,0.002897,1,1,61,90,1,1,1,61,2.376000,19.800000,90,8.925000,0.003591,0.003591,5.953333,2,1,1,1,1000,1,1,61,1200,0,1,0,0,0,0,0,0,0,0,260,0,0,200,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.915405,1.045144,2.376000,1.588535,-0.407868,19.800000
61,1220000,1,1,62,21.497769,1000.918709,103.173284,1,1,62,0.165861,0.125312,99.903015,0.010684,0.013389,0.002813,1,1,62,0.214558,0.147726,99.963008,1,1,62,0.999991,0.001657,0.002615,0.002893,1,1,62,90,1,1,1,62,2.808000,21.600000,90,8.917500,0.003651,0.003651,5.948667,2,1,1,1,1000,1,1,62,1220,0,1,0,0,0,0,0,0,0,0,280,0,0,220,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.947172,1.036977,2.808000,1.588152,-0.408817,21.600000
62,1240000,1,1,63,21.495200,1000.862414,103.646643,1,1,63,0.167868,0.124210,99.901156,0.010780,0.013244,0.002855,1,1,63,0.216803,0.146091,99.961105,1,1,63,0.999991,0.001682,0.002657,0.002890,1,1,63,90,1,1,1,63,3.276000,23.400000,90,8.910000,0.003710,0.003710,5.944000,2,1,1,1,1000,1,1,63,1240,0,1,0,0,0,0,0,0,0,0,300,0,0,240,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,1.978931,1.028791,3.276000,1.587762,-0.409765,23.400000
63,1260000,1,1,64,21.492414,1000.801845,104.155973,1,1,64,0.169843,0.123093,99.899188,0.010873,0.013097,0.002898,1,1,64,0.218991,0.144435,99.959052,1,1,64,0.999991,0.001708,0.002699,0.002886,1,1,64,90,1,1,1,64,3.780000,25.200000,90,8.902500,0.003770,0.003770,5.939333,2,1,1,1,1000,1,1,64,1260,0,1,0,0,0,0,0,0,0,0,320,0,0,260,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.010683,1.020586,3.780000,1.587366,-0.410712,25.200000
64,1280000,1,1,65,21.489413,1000.737001,104.701272,1,1,65,0.171784,0.121961,99.897112,0.010963,0.012947,0.002940,1,1,65,0.221122,0.142760,99.956852,1,1,65,0.999991,0.001733,0.002741,0.002882,1,1,65,90,1,1,1,65,4.320000,27,90,8.895000,0.003830,0.003830,5.934667,2,1,1,1,1000,1,1,65,1280,0,1,0,0,0,0,0,0,0,0,340,0,0,280,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.042426,1.012363,4.320000,1.586964,-0.411659,27
65,1300000,1,1,66,21.486196,1000.667884,105.282540,1,1,66,0.173691,0.120815,99.894933,0.011049,0.012796,0.002981,1,1,66,0.223196,0.141064,99.954507,1,1,66,0.999990,0.001758,0.002783,0.002879,1,1,66,90,1,1,1,66,4.896000,28.800000,90,8.887500,0.003889,0.003889,5.930000,2,1,1,1,1000,1,1,66,1300,0,1,0,0,0,0,0,1,0,0,360,0,0,300,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.074161,1.004120,4.896000,1.586556,-0.412605,28.800000
66,1320000,1,1,67,21.482763,1000.594494,105.899776,1,1,67,0.175564,0.119654,99.892651,0.011131,0.012644,0.003023,1,1,67,0.225212,0.139348,99.952020,1,1,67,0.999990,0.001783,0.002825,0.002875,1,1,67,90,1,1,1,67,5.508000,30.600000,90,8.880000,0.003949,0.003949,5.925333,2,1,1,1,1000,1,1,67,1320,0,1,0,0,0,0,0,1,0,0,380,0,0,320,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.105888,0.995858,5.508000,1.586142,-0.413550,30.600000
67,1340000,1,1,68,21.479113,1000.516832,106.552981,1,1,68,0.177403,0.118478,99.890270,0.011210,0.012489,0.003064,1,1,68,0.227169,0.137613,99.949393,1,1,68,0.999990,0.001808,0.002867,0.002871,1,1,68,90,1,1,1,68,6.156000,32.400000,90,8.872500,0.004008,0.004008,5.920667,2,1,1,1,1000,1,1,68,1340,0,1,0,0,0,0,0,1,0,0,400,0,0,340,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.137607,0.987578,6.156000,1.585721,-0.414494,32.400000
68,1360000,1,1,69,21.475248,1000.434899,107.242154,1,1,69,0.179207,0.117288,99.887792,0.011286,0.012333,0.003105,1,1,69,0.229067,0.135858,99.946629,1,1,69,0.999990,0.001833,0.002909,0.002867,1,1,69,90,1,1,1,69,6.840000,34.200000,90,8.865000,0.004067,0.004067,5.916000,2,1,1,1,1000,1,1,69,1360,0,1,0,0,0,0,0,1,0,0,420,0,0,360,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.169317,0.979279,6.840000,1.585294,-0.415438,34.200000
69,1380000,1,1,70,21.471166,1000.348696,107.967294,1,1,70,0.180976,0.116084,99.885221,0.011357,0.012174,0.003146,1,1,70,0.230906,0.134085,99.943732,1,1,70,0.999990,0.001858,0.002951,0.002863,1,1,70,90,1,1,1,70,7.560000,36,90,8.857500,0.004127,0.004127,5.911333,2,1,1,1,1000,1,1,70,1380,0,1,0,0,0,0,0,1,0,0,440,0,0,380,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.201018,0.970961,7.560000,1.584861,-0.416380,36
70,1400000,1,1,71,21.466869,1000.258224,108.728401,1,1,71,0.182709,0.114866,99.882558,0.011425,0.012014,0.003187,1,1,71,0.232686,0.132293,99.940705,1,1,71,0.999990,0.001883,0.002993,0.002859,1,1,71,90,1,1,1,71,8.316000,37.800000,90,8.850000,0.004186,0.004186,5.906667,2,1,1,1,1000,1,1,71,1400,0,1,0,0,0,0,0,1,0,0,460,0,0,400,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.232711,0.962624,8.316000,1.584422,-0.417322,37.800000
71,1420000,1,1,72,21.462355,1000.163484,109.525475,1,1,72,0.184407,0.113634,99.879808,0.011489,0.011853,0.003228,1,1,72,0.234405,0.130483,99.937550,1,1,72,0.999990,0.001908,0.003034,0.002855,1,1,72,90,1,1,1,72,9.108000,39.600000,90,8.842500,0.004246,0.004246,5.902000,2,1,1,1,1000,1,1,72,1420,0,1,0,0,0,0,0,1,0,0,480,0,0,420,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.264395,0.954268,9.108000,1.583977,-0.418263,39.600000
72,1440000,1,1,73,21.457626,1000.064476,110.358515,1,1,73,0.186069,0.112388,99.876973,0.011550,0.011689,0.003268,1,1,73,0.236064,0.128654,99.934272,1,1,73,0.999989,0.001932,0.003076,0.002851,1,1,73,90,1,1,1,73,9.936000,41.400000,90,8.835000,0.004305,0.004305,5.897333,2,1,1,1,1000,1,1,73,1440,0,1,0,0,0,0,0,1,0,0,500,0,0,440,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.296070,0.945893,9.936000,1.583526,-0.419203,41.400000
73,1460000,1,1,74,21.452680,999.961202,111.227521,1,1,74,0.187694,0.111128,99.874057,0.011607,0.011524,0.003308,1,1,74,0.237663,0.126808,99.930874,1,1,74,0.999989,0.001957,0.003118,0.002847,1,1,74,90,1,1,1,74,10.800000,43.200000,90,8.827500,0.004364,0.004364,5.892667,2,1,1,1,1000,1,1,74,1460,0,1,0,0,0,0,0,1,0,0,520,0,0,460,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.327736,0.937500,10.800000,1.583068,-0.420142,43.200000
74,1480000,1,1,75,21.447519,999.853663,112.132492,1,1,75,0.189282,0.109855,99.871064,0.011659,0.011357,0.003348,1,1,75,0.239200,0.124944,99.927360,1,1,75,0.999989,0.001981,0.003160,0.002843,1,1,75,90,1,1,1,75,11.700000,45,90,8.820000,0.004424,0.004424,5.888000,2,1,1,1,1000,1,1,75,1480,0,1,0,0,0,0,0,1,0,0,540,0,0,480,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.359393,0.929087,11.700000,1.582604,-0.421080,45
75,1500000,1,1,76,21.442141,999.741861,113.073428,1,1,76,0.190833,0.108569,99.867995,0.011709,0.011189,0.003388,1,1,76,0.240676,0.123063,99.923733,1,1,76,0.999989,0.002005,0.003201,0.002839,1,1,76,90,1,1,1,76,12.636000,46.800000,90,8.812500,0.004483,0.004483,5.883333,2,1,1,1,1000,1,1,76,1500,0,1,0,0,0,0,0,1,0,0,560,0,0,500,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.391040,0.920656,12.636000,1.582135,-0.422017,46.800000
76,1520000,1,1,77,21.436547,999.625796,114.050329,1,1,77,0.192347,0.107270,99.864856,0.011754,0.011019,0.003427,1,1,77,0.242091,0.121166,99.919997,1,1,77,0.999989,0.002029,0.003243,0.002834,1,1,77,90,1,1,1,77,13.608000,48.600000,90,8.805000,0.004542,0.004542,5.878667,2,1,1,1,1000,1,1,77,1520,0,1,0,0,0,0,0,1,0,0,580,0,0,520,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.422678,0.912207,13.608000,1.581659,-0.422954,48.600000
77,1540000,1,1,78,21.430737,999.505469,115.063194,1,1,78,0.193823,0.105957,99.861649,0.011796,0.010847,0.003467,1,1,78,0.243444,0.119252,99.916157,1,1,78,0.999988,0.002053,0.003285,0.002830,1,1,78,90,1,1,1,78,14.616000,50.400000,90,8.797500,0.004602,0.004602,5.874000,2,1,1,1,1000,1,1,78,1540,0,1,0,0,0,0,0,1,0,0,600,0,0,540,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.454307,0.903738,14.616000,1.581177,-0.423889,50.400000
78,1560000,1,1,79,21.424711,999.380882,116.112022,1,1,79,0.195261,0.104632,99.858379,0.011833,0.010674,0.003506,1,1,79,0.244735,0.117321,99.912217,1,1,79,0.999988,0.002077,0.003326,0.002826,1,1,79,90,1,1,1,79,15.660000,52.200000,90,8.790000,0.004661,0.004661,5.869333,2,1,1,1,1000,1,1,79,1560,0,1,0,0,0,0,0,1,0,0,620,0,0,560,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.485925,0.895251,15.660000,1.580689,-0.424824,52.200000
79,1580000,1,1,80,21.418470,999.252037,117.196814,1,1,80,0.196661,0.103294,99.855049,0.011867,0.010500,0.003545,1,1,80,0.245964,0.115375,99.908180,1,1,80,0.999988,0.002101,0.003368,0.002821,1,1,80,90,1,1,1,80,16.740000,54,90,8.782500,0.004720,0.004720,5.864667,2,1,1,1,1000,1,1,80,1580,0,1,0,0,0,0,0,1,0,0,640,0,0,580,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.517534,0.886745,16.740000,1.580194,-0.425757,54
80,1600000,1,1,81,21.412012,999.118934,118.317569,1,1,81,0.198022,0.101944,99.851664,0.011898,0.010323,0.003583,1,1,81,0.247130,0.113413,99.904052,1,1,81,0.999988,0.002125,0.003409,0.002817,1,1,81,90,1,1,1,81,17.856000,55.800000,90,8.775000,0.004780,0.004780,5.860000,2,1,1,1,1000,1,1,81,1600,0,1,0,0,0,0,0,1,0,0,660,0,0,600,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.549133,0.878221,17.856000,1.579694,-0.426689,55.800000
81,1620000,1,1,82,21.405338,998.981576,119.474287,1,1,82,0.199345,0.100582,99.848226,0.011924,0.010146,0.003622,1,1,82,0.248234,0.111436,99.899836,1,1,82,0.999988,0.002149,0.003450,0.002812,1,1,82,90,1,1,1,82,19.008000,57.600000,90,8.767500,0.004839,0.004839,5.855333,2,1,1,1,1000,1,1,82,1620,0,1,0,0,0,0,0,1,0,0,680,0,0,620,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.580722,0.869678,19.008000,1.579188,-0.427621,57.600000
82,1640000,1,1,83,21.398448,998.839963,120.666967,1,1,83,0.200628,0.099207,99.844740,0.011946,0.009967,0.003660,1,1,83,0.249274,0.109443,99.895537,1,1,83,0.999988,0.002172,0.003492,0.002807,1,1,83,90,1,1,1,83,20.196000,59.400000,90,8.760000,0.004898,0.004898,5.850667,2,1,1,1,1000,1,1,83,1640,0,1,0,0,0,0,0,1,0,0,700,0,0,640,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.612301,0.861116,20.196000,1.578675,-0.428551,59.400000
83,1660000,1,1,84,21.391342,998.694097,121.895608,1,1,84,0.201872,0.097820,99.841210,0.011965,0.009786,0.003698,1,1,84,0.250253,0.107437,99.891159,1,1,84,0.999987,0.002196,0.003533,0.002803,1,1,84,90,1,1,1,84,21.420000,61.200000,90,8.752500,0.004957,0.004957,5.846000,2,1,1,1,1000,1,1,84,1660,0,1,0,0,0,0,0,1,0,0,720,0,0,660,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.643869,0.852536,21.420000,1.578157,-0.429481,61.200000
84,1680000,1,1,85,21.384019,998.543979,123.160212,1,1,85,0.203076,0.096421,99.837640,0.011979,0.009604,0.003735,1,1,85,0.251168,0.105416,99.886708,1,1,85,0.999987,0.002219,0.003574,0.002798,1,1,85,90,1,1,1,85,22.680000,63,90,8.745000,0.005016,0.005016,5.841333,2,1,1,1,1000,1,1,85,1680,0,1,0,0,0,0,0,1,0,0,740,0,0,680,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.675427,0.843937,22.680000,1.577632,-0.430409,63
85,1700000,1,1,86,21.376481,998.389612,124.460776,1,1,86,0.204241,0.095011,99.834034,0.011990,0.009421,0.003773,1,1,86,0.252020,0.103380,99.882188,1,1,86,0.999987,0.002242,0.003616,0.002793,1,1,86,90,1,1,1,86,23.976000,64.800000,90,8.737500,0.005075,0.005075,5.836667,2,1,1,1,1000,1,1,86,1700,0,1,0,0,0,0,0,1,0,0,760,0,0,700,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.706974,0.835319,23.976000,1.577102,-0.431337,64.800000
86,1720000,1,1,87,21.368727,998.230997,125.797301,1,1,87,0.205366,0.093589,99.830397,0.011997,0.009236,0.003810,1,1,87,0.252809,0.101332,99.877604,1,1,87,0.999987,0.002266,0.003657,0.002788,1,1,87,90,1,1,1,87,25.308000,66.600000,90,8.730000,0.005135,0.005135,5.832000,2,1,1,1,1000,1,1,87,1720,0,1,0,0,0,0,0,1,0,0,780,0,0,720,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.738511,0.826683,25.308000,1.576565,-0.432263,66.600000
87,1740000,1,1,88,21.360757,998.068135,127.169786,1,1,88,0.206450,0.092156,99.826732,0.012000,0.009050,0.003847,1,1,88,0.253534,0.099270,99.872961,1,1,88,0.999987,0.002289,0.003698,0.002783,1,1,88,90,1,1,1,88,26.676000,68.400000,90,8.722500,0.005194,0.005194,5.827333,2,1,1,1,1000,1,1,88,1740,0,1,0,0,0,0,0,1,0,0,800,0,0,740,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.770037,0.818029,26.676000,1.576023,-0.433188,68.400000
88,1760000,1,1,89,21.352570,997.901028,128.578232,1,1,89,0.207494,0.090712,99.823044,0.011999,0.008862,0.003884,1,1,89,0.254197,0.097195,99.868263,1,1,89,0.999986,0.002312,0.003739,0.002778,1,1,89,90,1,1,1,89,28.080000,70.200000,90,8.715000,0.005253,0.005253,5.822667,2,1,1,1,1000,1,1,89,1760,0,1,0,0,0,0,0,1,0,0,820,0,0,760,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.801552,0.809356,28.080000,1.575474,-0.434112,70.200000
89,1780000,1,1,90,21.344168,997.729679,130.022637,1,1,90,0.208497,0.089256,99.819337,0.011994,0.008674,0.003920,1,1,90,0.254796,0.095107,99.863515,1,1,90,0.999986,0.002334,0.003780,0.002773,1,1,90,90,1,1,1,90,29.520000,72,90,8.707500,0.005312,0.005312,5.818000,2,1,1,1,1000,1,1,90,1780,0,1,0,0,0,0,0,1,0,0,840,0,0,780,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.833056,0.800664,29.520000,1.574919,-0.435035,72
90,1800000,1,1,91,21.335549,997.554088,131.503001,1,1,91,0.209460,0.087790,99.815615,0.011985,0.008484,0.003956,1,1,91,0.255332,0.093007,99.858723,1,1,91,0.999986,0.002357,0.003821,0.002768,1,1,91,90,1,1,1,91,30.996000,73.800000,90,8.700000,0.005371,0.005371,5.813333,2,1,1,1,1000,1,1,91,1800,0,1,0,0,0,0,0,1,0,0,860,0,0,800,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.864548,0.791954,30.996000,1.574359,-0.435957,73.800000
91,1820000,1,1,92,21.326715,997.374258,133.019324,1,1,92,0.210381,0.086314,99.811883,0.011973,0.008293,0.003992,1,1,92,0.255804,0.090895,99.853892,1,1,92,0.999986,0.002380,0.003862,0.002763,1,1,92,90,1,1,1,92,32.508000,75.600000,90,8.692500,0.005430,0.005430,5.808667,2,1,1,1,1000,1,1,92,1820,0,1,0,0,0,0,0,1,0,0,880,0,0,820,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.896030,0.783226,32.508000,1.573792,-0.436878,75.600000
92,1840000,1,1,93,21.317664,997.190191,134.571606,1,1,93,0.211261,0.084827,99.808145,0.011956,0.008100,0.004028,1,1,93,0.256214,0.088772,99.849026,1,1,93,0.999986,0.002402,0.003903,0.002758,1,1,93,90,1,1,1,93,34.056000,77.400000,90,8.685000,0.005489,0.005489,5.804000,2,1,1,1,1000,1,1,93,1840,0,1,0,0,0,0,0,1,0,0,900,0,0,840,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.927500,0.774479,34.056000,1.573219,-0.437798,77.400000
93,1860000,1,1,94,21.308398,997.001888,136.159846,1,1,94,0.212100,0.083329,99.804405,0.011936,0.007907,0.004063,1,1,94,0.256560,0.086637,99.844130,1,1,94,0.999985,0.002424,0.003944,0.002753,1,1,94,90,1,1,1,94,35.640000,79.200000,90,8.677500,0.005548,0.005548,5.799333,2,1,1,1,1000,1,1,94,1860,0,1,0,0,0,0,0,1,0,0,920,0,0,860,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.958959,0.765714,35.640000,1.572641,-0.438717,79.200000
94,1880000,1,1,95,21.298915,996.809352,137.784044,1,1,95,0.212897,0.081822,99.800668,0.011912,0.007712,0.004099,1,1,95,0.256843,0.084492,99.839211,1,1,95,0.999985,0.002447,0.003984,0.002748,1,1,95,90,1,1,1,95,37.260000,81,90,8.670000,0.005607,0.005607,5.794667,2,1,1,1,1000,1,1,95,1880,0,1,0,0,0,0,0,1,0,0,940,0,0,880,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,2.990406,0.756931,37.260000,1.572056,-0.439634,81
95,1900000,1,1,96,21.289216,996.612585,139.444200,1,1,96,0.213653,0.080304,99.796938,0.011884,0.007517,0.004134,1,1,96,0.257063,0.082335,99.834272,1,1,96,0.999985,0.002469,0.004025,0.002742,1,1,96,90,1,1,1,96,38.916000,82.800000,90,8.662500,0.005666,0.005666,5.790000,2,1,1,1,1000,1,1,96,1900,0,1,0,0,0,0,0,1,0,0,960,0,0,900,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,3.021841,0.748129,38.916000,1.571466,-0.440550,82.800000
96,1920000,1,1,97,21.279302,996.411588,141.140312,1,1,97,0.214366,0.078777,99.793219,0.011852,0.007320,0.004168,1,1,97,0.257221,0.080169,99.829319,1,1,97,0.999985,0.002491,0.004066,0.002737,1,1,97,90,1,1,1,97,40.608000,84.600000,90,8.655000,0.005725,0.005725,5.785333,2,1,1,1,1000,1,1,97,1920,0,1,0,0,0,0,0,1,0,0,980,0,0,920,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,3.053264,0.739309,40.608000,1.570869,-0.441466,84.600000
97,1940000,1,1,98,21.269171,996.206365,142.872382,1,1,98,0.215038,0.077241,99.789515,0.011816,0.007122,0.004203,1,1,98,0.257315,0.077992,99.824357,1,1,98,0.999985,0.002513,0.004107,0.002731,1,1,98,90,1,1,1,98,42.336000,86.400000,90,8.647500,0.005784,0.005784,5.780667,2,1,1,1,1000,1,1,98,1940,0,1,0,0,0,0,0,1,0,0,1000,0,0,940,4294967295,0,0,NaN,NaN,NaN,NaN,3048,NaN,NaN,0,3.084676,0.730470,42.336000,1.570267,-0.442379,86.400000
