t_us,bmp_T,bmp_P,bmp_alt,ax,ay,az,gx,gy,gz,lis_ax,lis_ay,lis_az,q0,q1,q2,q3,a_vertical,est_h,est_v,est_a,P00,P01,P10,P11,arm_state,policy_runtime_enabled,software_arm_token,phase,actuator_us,phase_diag_valid,phase_diag_updated,phase_diag_seq,phase_diag_t_ms,phase_diag_age_ms,phase_launch_latched,phase_burnout_latched,phase_descent_latched,phase_launch_candidate,phase_burnout_candidate,phase_descent_candidate,phase_boost_dwell_met,phase_coast_dwell_met,phase_brake_active,phase_launch_confirm_ms,phase_burnout_confirm_ms,phase_descent_confirm_ms,phase_since_launch_ms,phase_since_burnout_ms,policy_valid,policy_cmd,apogee_no_brake,apogee_full_brake,target_apogee,apogee_error,warn_mask,gps_x,gps_y,gps_z,gps_vx,gps_vy,gps_vz
1080000,23.428157,993.297797,167.826180,0.018312,0.437094,91.209825,-0.013721,-0.020289,0.009342,0.006552,0.398107,91.133039,0.996570,0.010591,0.017234,0.080242,81.479223,11.570734,43.735548,81.479223,0.443822,0.012240,0.012240,0.375050,2,1,1,1,1000.000000,1,1,55,1080,0,1,0,0,1,0,0,1,0,0,480,0,0,420,4294967295,0,0.000000,102.590200,89.123612,299.333800,-196.743600,0,2.861922,1.101335,11.988444,2.352523,0.914909,43.915330
1100000,23.422424,993.192695,168.717493,-0.345048,0.321295,93.702798,0.015042,-0.032970,0.009501,-0.359079,0.281883,93.624430,0.996550,0.010737,0.017392,0.080435,83.950105,12.459618,45.411394,83.950105,0.444222,0.012446,0.012446,0.387467,2,1,1,1,1000.000000,1,1,56,1100,0,1,0,0,1,0,0,1,0,0,500,0,0,440,4294967295,0,0.000000,110.091202,94.841074,299.333500,-189.242298,0,2.903562,1.112083,12.884217,2.354448,0.913743,45.590830
1120000,23.416476,993.083677,169.640815,-0.463266,0.089606,92.276258,0.043358,-0.027526,0.009659,-0.479519,0.049882,92.196837,0.996530,0.010880,0.017547,0.080627,82.498874,13.381724,47.058236,82.498874,0.444622,0.012650,0.012650,0.399866,2,1,1,1,1000.000000,1,1,57,1120,0,1,0,0,1,0,0,1,0,0,520,0,0,460,4294967295,0,0.000000,117.686348,100.551973,299.333200,-181.646852,0,2.944739,1.122768,13.813029,2.356330,0.912567,47.237164
1140000,23.410318,992.970848,170.595298,-0.284197,-0.154682,89.332867,0.053956,-0.006966,0.009816,-0.302611,-0.194601,89.252926,0.996511,0.011020,0.017701,0.080820,79.529381,14.336176,48.645713,79.529381,0.445022,0.012846,0.012846,0.412003,2,1,1,1,1000.000000,1,1,58,1140,0,1,0,0,1,0,0,1,0,0,540,0,0,480,4294967295,0,0.000000,125.232379,106.157244,299.332900,-174.100521,0,2.985458,1.133394,14.773992,2.358169,0.911380,48.823972
1160000,23.403952,992.854262,171.580560,0.079620,-0.302848,90.120668,0.040301,0.017793,0.009972,0.059109,-0.342846,90.040744,0.996491,0.011157,0.017852,0.081012,80.290927,15.322542,50.248450,80.290927,0.445423,0.013044,0.013044,0.424440,2,1,1,1,1000.000000,1,1,59,1160,0,1,0,0,1,0,0,1,0,0,560,0,0,500,4294967295,0,0.000000,133.026760,111.867729,299.332600,-166.305840,0,3.025726,1.143965,15.766666,2.359965,0.910183,50.425880
1180000,23.397375,992.733836,172.597383,0.413248,-0.291774,92.893761,0.010560,0.033639,0.010128,0.390715,-0.331735,92.814391,0.996471,0.011291,0.018001,0.081205,83.038878,16.341533,51.906180,83.038878,0.445823,0.013249,0.013249,0.437499,2,1,1,1,1000.000000,1,1,60,1180,0,1,0,0,1,0,0,1,0,0,580,0,0,520,4294967295,0,0.000000,141.243504,117.797305,299.332300,-158.088796,0,3.065547,1.154483,16.791750,2.361718,0.908977,52.082620
1200000,23.390583,992.609524,173.646270,0.518016,-0.133520,92.182545,-0.017351,0.032120,0.010283,0.493542,-0.173327,92.104263,0.996451,0.011422,0.018148,0.081397,82.304847,17.393560,53.549266,82.304847,0.446224,0.013453,0.013453,0.450638,2,1,1,1,1000.000000,1,1,61,1200,0,1,0,0,1,0,0,1,0,0,600,0,0,540,4294967295,0,0.000000,149.580660,123.735465,299.332000,-149.751340,0,3.104931,1.164953,17.849648,2.363429,0.907761,53.724558
1220000,23.383582,992.481420,174.726555,0.321238,0.090466,89.043836,-0.026638,0.013868,0.010437,0.294911,0.050930,88.967168,0.996431,0.011550,0.018292,0.081590,79.146746,18.477854,55.129231,79.146746,0.446625,0.013649,0.013649,0.463455,2,1,1,1,1000.000000,1,1,62,1220,0,1,0,0,1,0,0,1,0,0,620,0,0,560,4294967295,0,0.000000,157.806628,129.531147,299.331700,-141.525072,0,3.143884,1.175377,18.939579,2.365096,0.906537,55.303218
1240000,23.376375,992.349597,175.837741,-0.083401,0.267773,89.077947,-0.011810,-0.011733,0.010590,-0.111487,0.228622,89.003408,0.996411,0.011674,0.018435,0.081783,79.165825,19.593796,56.709623,79.165825,0.447026,0.013845,0.013845,0.476456,2,1,1,1,1000.000000,1,1,63,1240,0,1,0,0,1,0,0,1,0,0,640,0,0,580,4294967295,0,0.000000,166.194864,135.368157,299.331400,-133.136536,0,3.182415,1.185760,20.060915,2.366720,0.905305,56.882148
1260000,23.368959,992.213990,176.980540,-0.487034,0.308011,91.929657,0.017983,-0.031456,0.010742,-0.516777,0.269359,91.857748,0.996391,0.011795,0.018574,0.081975,82.007587,20.741967,58.346900,82.007587,0.447427,0.014049,0.014049,0.490114,2,1,1,1,1000.000000,1,1,64,1260,0,1,0,0,1,0,0,1,0,0,660,0,0,600,4294967295,0,0.000000,175.007497,141.411996,299.331100,-124.323603,0,3.220532,1.196105,21.214230,2.368300,0.904066,58.517807
1280000,23.361331,992.074532,178.155674,-0.680196,0.185445,91.952727,0.044508,-0.035146,0.010893,-0.711489,0.147406,91.883930,0.996372,0.011913,0.018712,0.082168,82.026273,21.922947,59.984603,82.026273,0.447829,0.014252,0.014252,0.503969,2,1,1,1,1000.000000,1,1,65,1280,0,1,0,0,1,0,0,1,0,0,680,0,0,620,4294967295,0,0.000000,183.982268,147.490681,299.330800,-115.348532,0,3.258245,1.206415,22.400093,2.369838,0.902819,60.153739
1300000,23.353493,991.931299,179.362668,-0.567783,-0.048788,88.792449,0.051504,-0.021036,0.011044,-0.600514,-0.086104,88.727228,0.996352,0.012028,0.018847,0.082360,78.867387,23.136116,61.559185,78.867387,0.448230,0.014448,0.014448,0.517472,2,1,1,1,1000.000000,1,1,66,1300,0,1,0,0,1,0,0,1,0,0,700,0,0,640,4294967295,0,0.000000,192.803859,153.410036,299.330500,-106.526641,0,3.295563,1.216695,23.617878,2.371332,0.901566,61.726397
1320000,23.345452,991.784383,180.600901,-0.221101,-0.290620,88.050141,0.034546,0.003332,0.011194,-0.255152,-0.327104,87.988933,0.996332,0.012139,0.018980,0.082553,78.132178,24.380702,63.119123,78.132178,0.448632,0.014643,0.014643,0.531025,2,1,1,1,1000.000000,1,1,67,1320,0,1,0,0,1,0,0,1,0,0,720,0,0,660,4294967295,0,0.000000,201.692552,159.311349,299.330200,-97.637648,0,3.332497,1.226948,24.866806,2.372784,0.900307,63.284262
1340000,23.337205,991.633738,181.870929,0.161619,-0.431893,90.784059,0.003734,0.025050,0.011342,0.126370,-0.467439,90.727277,0.996312,0.012247,0.019110,0.082746,80.878561,25.657117,64.734052,80.878561,0.449034,0.014844,0.014844,0.545241,2,1,1,1,1000.000000,1,1,68,1340,0,1,0,0,1,0,0,1,0,0,740,0,0,680,4294967295,0,0.000000,210.989275,165.399778,299.329900,-88.340625,0,3.369058,1.237177,26.147279,2.374192,0.899043,64.896969
1360000,23.328747,991.479283,183.173604,0.364498,-0.411135,91.526418,-0.022440,0.032597,0.011490,0.328179,-0.445639,91.474443,0.996292,0.012352,0.019238,0.082938,81.638151,26.966068,66.364241,81.638151,0.449436,0.015048,0.015048,0.559781,2,1,1,1,1000.000000,1,1,69,1360,0,1,0,0,1,0,0,1,0,0,760,0,0,700,4294967295,0,0.000000,220.499420,171.554277,299.329600,-78.830180,0,3.405256,1.247386,27.459998,2.375558,0.897773,66.524788
1380000,23.320080,991.321071,184.508625,0.272953,-0.242384,88.533418,-0.028303,0.021866,0.011637,0.235695,-0.275746,88.486598,0.996273,0.012453,0.019364,0.083131,78.666315,28.307120,67.935063,78.666315,0.449838,0.015244,0.015244,0.573973,2,1,1,1,1000.000000,1,1,70,1380,0,1,0,0,1,0,0,1,0,0,780,0,0,720,4294967295,0,0.000000,229.838203,177.550657,299.329300,-69.491097,0,3.441103,1.257579,28.804522,2.376880,0.896500,68.093097
1400000,23.311212,991.159207,185.875241,-0.063173,-0.008519,87.055382,-0.010511,-0.001690,0.011783,-0.101237,-0.040641,87.014032,0.996253,0.012551,0.019487,0.083324,77.212357,29.679394,69.476880,77.212357,0.450241,0.015437,0.015437,0.588076,2,1,1,1,1000.000000,1,1,71,1400,0,1,0,0,1,0,0,1,0,0,800,0,0,740,4294967295,0,0.000000,239.147054,183.477093,299.329000,-60.181946,0,3.476612,1.267759,30.179966,2.378161,0.895223,69.632258
1420000,23.302140,990.993670,187.273771,-0.457027,0.177785,89.497324,0.019924,-0.025908,0.011928,-0.495760,0.146996,89.461724,0.996233,0.012645,0.019607,0.083516,79.680133,31.083100,71.068129,79.680133,0.450644,0.015636,0.015636,0.602811,2,1,1,1,1000.000000,1,1,72,1420,0,1,0,0,1,0,0,1,0,0,820,0,0,760,4294967295,0,0.000000,248.827292,189.563231,299.328700,-50.501408,0,3.511795,1.277931,31.586535,2.379399,0.893942,71.220711
1440000,23.292859,990.824367,188.705100,-0.687624,0.227090,90.913078,0.044313,-0.038278,0.012072,-0.726886,0.197725,90.883465,0.996214,0.012736,0.019725,0.083709,81.122226,32.519024,72.688301,81.122226,0.451047,0.015839,0.015839,0.618000,2,1,1,1,1000.000000,1,1,73,1440,0,1,0,0,1,0,0,1,0,0,840,0,0,780,4294967295,0,0.000000,258.774881,195.746321,299.328400,-40.553519,0,3.546664,1.288098,33.025009,2.380595,0.892659,72.837950
1460000,23.283371,990.651329,190.169078,-0.621569,0.115292,88.278765,0.047628,-0.032486,0.012215,-0.661219,0.087436,88.255339,0.996194,0.012823,0.019841,0.083902,78.513493,33.986940,74.256380,78.513493,0.451450,0.016036,0.016036,0.632881,2,1,1,1,1000.000000,1,1,74,1460,0,1,0,0,1,0,0,1,0,0,860,0,0,800,4294967295,0,0.000000,268.557897,201.787568,299.328100,-30.770203,0,3.581234,1.298263,34.495159,2.381749,0.891373,74.402961
1480000,23.273682,990.474666,191.664830,-0.286633,-0.105026,86.163145,0.027618,-0.011716,0.012357,-0.326528,-0.131292,86.146063,0.996174,0.012907,0.019954,0.084095,76.421457,35.485912,75.782704,76.421457,0.451853,0.016228,0.016228,0.647536,2,1,1,1,1000.000000,1,1,75,1480,0,1,0,0,1,0,0,1,0,0,880,0,0,820,4294967295,0,0.000000,278.219492,207.716693,299.327800,-21.108308,0,3.615517,1.308430,35.996043,2.382862,0.890086,75.926086
1500000,23.263791,990.294382,193.192385,0.143307,-0.329328,88.166106,-0.003827,0.013013,0.012498,0.103311,-0.353928,88.155482,0.996155,0.012987,0.020064,0.084288,78.444870,37.015930,77.349585,78.444870,0.452256,0.016424,0.016424,0.662755,2,1,1,1,1000.000000,1,1,76,1500,0,1,0,0,1,0,0,1,0,0,900,0,0,840,4294967295,0,0.000000,288.195902,213.771373,299.327500,-11.131598,0,3.649529,1.318603,37.527651,2.383933,0.888798,77.489638
1520000,23.253695,990.110384,194.752573,0.443697,-0.450302,90.173055,-0.027886,0.028615,0.012638,0.403742,-0.473164,90.168962,0.996135,0.013063,0.020172,0.084481,80.468154,38.577809,78.957022,80.468154,0.452660,0.016626,0.016626,0.678551,2,1,1,1,1000.000000,1,1,77,1520,0,1,0,0,1,0,0,1,0,0,920,0,0,860,4294967295,0,0.000000,298.489193,219.949405,299.327200,-0.838007,0,3.683283,1.328786,39.090792,2.384963,0.887509,79.093621
1540000,23.243392,989.922673,196.345379,0.462569,-0.408364,88.069202,-0.030224,0.026779,0.012777,0.422801,-0.429421,88.071667,0.996116,0.013136,0.020278,0.084674,78.375732,40.171537,80.522704,78.375732,0.453064,0.016824,0.016824,0.694116,2,1,1,1,1000.000000,1,1,78,1540,0,1,0,0,1,0,0,1,0,0,940,0,0,880,4294967295,0,0.000000,308.648335,226.013387,299.326900,9.321435,0,3.716794,1.338982,40.685454,2.385953,0.886220,80.655725
1560000,23.232889,989.731362,197.969838,0.203839,-0.219724,85.453850,-0.009688,0.008315,0.012915,0.164400,-0.238914,85.462856,0.996096,0.013205,0.020380,0.084867,75.766355,41.796179,82.036294,75.766355,0.453468,0.017014,0.017014,0.709331,2,1,1,1,1000.000000,1,1,79,1560,0,1,0,0,1,0,0,1,0,0,960,0,0,900,4294967295,0,0.000000,318.606991,231.934309,299.326600,19.280391,0,3.750078,1.349194,42.310700,2.386903,0.884932,82.165618
1580000,23.222188,989.536481,199.625671,-0.175218,0.031177,86.894812,0.020995,-0.017265,0.013052,-0.214186,0.013909,86.910299,0.996077,0.013271,0.020480,0.085060,77.207548,43.451503,83.578806,77.207548,0.453872,0.017209,0.017209,0.725006,2,1,1,1,1000.000000,1,1,80,1580,0,1,0,0,1,0,0,1,0,0,980,0,0,920,4294967295,0,0.000000,328.806400,237.941713,299.326300,29.480100,0,3.783149,1.359428,43.966295,2.387814,0.883645,83.704316
1600000,23.211283,989.337938,201.313592,-0.450899,0.231309,89.366956,0.042939,-0.036727,0.013188,-0.489256,0.216013,89.388819,0.996058,0.013333,0.020578,0.085253,79.674167,45.138293,85.170749,79.674167,0.454276,0.017410,0.017410,0.741363,2,1,1,1,1000.000000,1,1,81,1600,0,1,0,0,1,0,0,1,0,0,1000,0,0,940,4294967295,0,0.000000,339.361396,244.091510,299.326000,40.035396,0,3.816024,1.369685,45.653025,2.388684,0.882359,85.292333
1620000,23.200173,989.135711,203.033719,-0.456569,0.292128,87.922601,0.042553,-0.040034,0.013322,-0.494176,0.278849,87.950694,0.996038,0.013392,0.020673,0.085446,78.218799,46.856753,86.733687,78.218799,0.454680,0.017607,0.017607,0.757600,2,1,1,1,1000.000000,1,1,82,1620,0,1,0,0,1,0,0,1,0,0,1020,0,0,960,4294967295,0,0.000000,349.832812,250.162831,299.325700,50.507112,0,3.848718,1.379970,47.371093,2.389516,0.881075,86.851234
1640000,23.188863,988.929907,204.785061,-0.174746,0.191126,84.965074,0.019787,-0.025598,0.013456,-0.211469,0.179903,84.999208,0.996019,0.013446,0.020765,0.085639,75.245301,48.605999,88.237258,75.245301,0.455085,0.017798,0.017798,0.773386,2,1,1,1,1000.000000,1,1,83,1640,0,1,0,0,1,0,0,1,0,0,1040,0,0,980,4294967295,0,0.000000,360.042814,256.072142,299.325400,60.717414,0,3.881247,1.390287,49.119616,2.390310,0.879794,88.350664
1660000,23.177357,988.720578,206.567058,0.252909,-0.017684,85.742909,-0.011837,-0.001109,0.013589,0.217203,-0.026818,85.782855,0.996000,0.013497,0.020854,0.085832,76.002978,50.385587,89.756087,76.002978,0.455490,0.017990,0.017990,0.789497,2,1,1,1,1000.000000,1,1,84,1660,0,1,0,0,1,0,0,1,0,0,1060,0,0,1000,4294967295,0,0.000000,370.406215,262.026253,299.325100,71.081115,0,3.913629,1.400638,50.898153,2.391066,0.878516,89.865249
1680000,23.165650,988.507644,208.380278,0.603214,-0.229284,88.510506,-0.033427,0.020488,0.013720,0.568654,-0.236303,88.555995,0.995981,0.013544,0.020941,0.086026,78.747200,52.196220,91.329908,78.747200,0.455895,0.018189,0.018189,0.806367,2,1,1,1,1000.000000,1,1,85,1680,0,1,0,0,1,0,0,1,0,0,1080,0,0,1020,4294967295,0,0.000000,381.147892,268.132739,299.324800,81.823092,0,3.945879,1.411028,52.707405,2.391785,0.877242,91.434727
1700000,23.153739,988.291059,210.224982,0.693973,-0.337156,87.798354,-0.032183,0.027760,0.013851,0.660683,-0.342040,87.849080,0.995962,0.013588,0.021025,0.086219,78.009584,54.038298,92.889083,78.009584,0.456300,0.018387,0.018387,0.823256,2,1,1,1,1000.000000,1,1,86,1700,0,1,0,0,1,0,0,1,0,0,1100,0,0,1040,4294967295,0,0.000000,391.871539,274.200449,299.324500,92.547039,0,3.978015,1.421460,54.547778,2.392467,0.875971,92.989466
1720000,23.141630,988.070917,212.100243,0.483977,-0.283499,84.663143,-0.009156,0.016773,0.013980,0.452076,-0.286233,84.718766,0.995943,0.013628,0.021107,0.086413,74.848047,55.911040,94.385136,74.848047,0.456706,0.018577,0.018577,0.839626,2,1,1,1,1000.000000,1,1,87,1720,0,1,0,0,1,0,0,1,0,0,1120,0,0,1060,4294967295,0,0.000000,402.295099,280.099204,299.324200,102.970899,0,4.010053,1.431937,56.418493,2.393112,0.874706,94.480993
1740000,23.129326,987.847293,214.005280,0.095456,-0.086530,84.704858,0.021385,-0.006857,0.014108,0.065059,-0.087105,84.765003,0.995924,0.013664,0.021186,0.086606,74.863842,57.813818,95.881615,74.863842,0.457111,0.018768,0.018768,0.856161,2,1,1,1,1000.000000,1,1,88,1740,0,1,0,0,1,0,0,1,0,0,1140,0,0,1080,4294967295,0,0.000000,412.776872,286.000975,299.323900,113.452972,0,4.042010,1.442464,58.318924,2.393722,0.873445,95.972859
1760000,23.116824,987.620122,215.940515,-0.253355,0.167964,87.567755,0.040613,-0.030896,0.014235,-0.282138,0.169548,87.632019,0.995905,0.013696,0.021262,0.086799,77.702477,59.747199,97.434978,77.702477,0.457517,0.018965,0.018965,0.873496,2,1,1,1,1000.000000,1,1,89,1760,0,1,0,0,1,0,0,1,0,0,1160,0,0,1100,4294967295,0,0.000000,423.640052,292.055408,299.323600,124.316452,0,4.073904,1.453043,60.249644,2.394298,0.872190,97.521526
1780000,23.104242,987.391543,217.887628,0.179049,0.065202,-6.098856,0.001730,-0.008120,0.014361,0.151984,0.068941,-6.030905,0.995886,0.013724,0.021335,0.086993,-15.985570,61.693012,97.114691,-15.985570,0.457923,0.018935,0.018935,0.869907,2,1,1,1,1000.000000,1,1,90,1780,0,1,0,0,1,0,0,1,0,0,1180,0,0,1120,4294967295,0,0.000000,423.742698,293.154007,299.323300,124.419398,0,4.105752,1.463678,62.192487,2.394839,0.870942,97.196466
1800000,23.091701,987.163758,219.827746,0.173818,0.077712,-6.053828,0.001223,-0.008347,0.014486,0.148568,0.083595,-5.982648,0.995867,0.013749,0.021405,0.087187,-15.958119,63.632524,96.795064,-15.958119,0.458329,0.018904,0.018904,0.866334,2,1,1,1,1000.000000,1,1,91,1800,0,1,0,0,1,1,0,1,0,0,1200,0,0,1140,4294967295,0,0.000000,423.843827,294.246754,299.323000,124.520827,0,4.137572,1.474372,64.128722,2.395346,0.869700,96.871993
1820000,23.079202,986.936767,221.760749,0.164147,0.088909,-6.013712,0.000714,-0.008568,0.014609,0.140802,0.096919,-5.939780,0.995848,0.013770,0.021473,0.087380,-15.930873,65.565741,96.476095,-15.930873,0.458735,0.018873,0.018873,0.862775,2,1,1,1,1000.000000,1,1,92,1820,0,1,0,0,1,1,0,1,0,0,1220,20,0,1160,4294967295,0,0.000000,423.943441,295.333657,299.322700,124.620741,0,4.169381,1.485130,66.058364,2.395820,0.868465,96.548108
1840000,23.066744,986.710567,223.686527,0.150283,0.098607,-5.979119,0.000204,-0.008784,0.014732,0.128928,0.108720,-5.902932,0.995830,0.013787,0.021538,0.087574,-15.903823,67.492672,96.157779,-15.903823,0.459142,0.018843,0.018843,0.859230,2,1,1,1,1000.000000,1,1,93,1840,0,1,0,0,1,1,0,1,0,0,1240,40,0,1180,4294967295,0,0.000000,424.041542,296.414724,299.322400,124.719142,0,4.201197,1.495953,67.981427,2.396262,0.867238,96.224811
1860000,23.054328,986.485155,225.604987,0.132580,0.106640,-5.950403,-0.000306,-0.008993,0.014853,0.113291,0.118827,-5.872473,0.995811,0.013801,0.021600,0.087768,-15.876958,69.413325,95.840114,-15.876958,0.459548,0.018813,0.018813,0.855700,2,1,1,1,1000.000000,1,1,94,1860,0,1,0,0,1,1,0,1,0,0,1260,60,0,1200,4294967295,0,0.000000,424.138134,297.489960,299.322100,124.816034,0,4.233036,1.506846,69.897924,2.396673,0.866019,95.902105
1880000,23.041952,986.260531,227.516052,0.111490,0.112873,-5.927644,-0.000816,-0.009197,0.014973,0.094337,0.127099,-5.848495,0.995793,0.013810,0.021660,0.087962,-15.850272,71.327705,95.523094,-15.850272,0.459955,0.018782,0.018782,0.852185,2,1,1,1,1000.000000,1,1,95,1880,0,1,0,0,1,1,0,1,0,0,1280,80,0,1220,4294967295,0,0.000000,424.233217,298.559372,299.321800,124.911417,0,4.264918,1.517812,71.807869,2.397053,0.864809,95.579988
1900000,23.029618,986.036692,229.419664,0.087552,0.117202,-5.910645,-0.001324,-0.009394,0.015091,0.072597,0.133425,-5.830808,0.995774,0.013816,0.021716,0.088156,-15.823754,73.235819,95.206718,-15.823754,0.460362,0.018752,0.018752,0.848684,2,1,1,1,1000.000000,1,1,96,1900,0,1,0,0,1,1,0,1,0,0,1300,100,0,1240,4294967295,0,0.000000,424.326795,299.622966,299.321500,125.005295,0,4.296859,1.528853,73.711276,2.397402,0.863608,95.258464
1920000,23.017325,985.813636,231.315788,0.061377,0.119553,-5.898937,-0.001832,-0.009585,0.015209,0.048674,0.137726,-5.818950,0.995756,0.013818,0.021770,0.088350,-15.797395,75.137674,94.890980,-15.797395,0.460769,0.018722,0.018722,0.845197,2,1,1,2,1000.000000,1,1,97,1920,0,1,1,0,1,1,0,1,0,0,1320,120,0,1260,0,0,0.000000,424.418868,300.680748,299.321200,125.097668,0,4.328877,1.539974,75.608158,2.397723,0.862416,94.937532
1940000,23.005073,985.591361,233.204408,0.033635,0.119886,-5.891806,-0.002337,-0.009769,0.015325,0.023228,0.139955,-5.812205,0.995737,0.013816,0.021821,0.088544,-15.771188,77.033275,94.575879,-15.771188,0.461177,0.018691,0.018691,0.841724,2,1,1,2,1000.000000,1,1,98,1940,0,1,1,0,1,1,0,1,0,0,1340,140,0,1280,20,0,0.000000,424.509437,301.732723,299.320900,125.188537,0,4.360990,1.551177,77.498530,2.398015,0.861234,94.617194
1960000,22.992862,985.369865,235.085531,0.005033,0.118196,-5.888322,-0.002839,-0.009947,0.015440,-0.003039,0.140104,-5.809644,0.995719,0.013811,0.021869,0.088738,-15.745122,78.922628,94.261409,-15.745122,0.461584,0.018661,0.018661,0.838266,2,1,1,2,1000.000000,1,1,99,1960,0,1,1,0,1,1,0,1,0,0,1360,160,0,1300,40,0,0.000000,424.598503,302.778896,299.320600,125.277903,0,4.393214,1.562466,79.382405,2.398280,0.860063,94.297450
1980000,22.980692,985.149147,236.959188,-0.023698,0.114511,-5.887389,-0.003338,-0.010118,0.015554,-0.029405,0.138193,-5.810161,0.995701,0.013801,0.021915,0.088932,-15.719189,80.805737,93.947568,-15.719189,0.461992,0.018631,0.018631,0.834821,2,1,1,2,1000.000000,1,1,100,1980,0,1,1,0,1,1,0,1,0,0,1380,180,0,1320,60,0,0.000000,424.686068,303.819271,299.320300,125.365768,0,4.425568,1.573843,81.259797,2.398517,0.858903,93.978303
2000000,22.968562,984.929203,238.825432,-0.051823,0.108894,-5.887793,-0.003833,-0.010283,0.015667,-0.055146,0.134281,-5.812535,0.995683,0.013788,0.021957,0.089126,-15.693381,82.682608,93.634352,-15.693381,0.462400,0.018601,0.018601,0.831390,2,1,1,2,1000.000000,1,1,101,2000,0,1,1,0,1,1,0,1,0,0,1400,200,0,1340,80,0,0.000000,424.772131,304.853853,299.320000,125.452131,0,4.458069,1.585312,83.130720,2.398729,0.857754,93.659754
2020000,22.956473,984.710033,240.684337,-0.078624,0.101439,-5.888261,-0.004324,-0.010440,0.015778,-0.079551,0.128458,-5.815478,0.995665,0.013771,0.021997,0.089321,-15.667688,84.553245,93.321759,-15.667688,0.462808,0.018571,0.018571,0.827974,2,1,1,2,1000.000000,1,1,102,2020,0,1,1,0,1,1,0,1,0,0,1420,220,0,1360,100,0,0.000000,424.856692,305.882648,299.319700,125.536992,0,4.490732,1.596875,84.995187,2.398916,0.856617,93.341804
2040000,22.944424,984.491635,242.535996,-0.103416,0.092272,-5.887524,-0.004810,-0.010590,0.015888,-0.101944,0.120843,-5.817706,0.995647,0.013750,0.022033,0.089515,-15.642103,86.417652,93.009783,-15.642103,0.463216,0.018541,0.018541,0.824571,2,1,1,2,1000.000000,1,1,103,2040,0,1,1,0,1,1,0,1,0,0,1440,240,0,1380,120,0,0.000000,424.939753,306.905658,299.319400,125.620353,0,4.523577,1.608536,86.853212,2.399078,0.855493,93.024453
2060000,22.932416,984.274006,244.380523,-0.125567,0.081548,-5.884376,-0.005290,-0.010733,0.015996,-0.121701,0.111589,-5.817991,0.995629,0.013725,0.022067,0.089710,-15.616616,88.275834,92.698423,-15.616616,0.463625,0.018511,0.018511,0.821181,2,1,1,2,1000.000000,1,1,104,2060,0,1,1,0,1,1,0,1,0,0,1460,260,0,1400,140,0,0.000000,425.021313,307.922888,299.319100,125.702213,0,4.556619,1.620298,88.704810,2.399217,0.854380,92.707705
2080000,22.920449,984.057145,246.218048,-0.144510,0.069447,-5.877731,-0.005764,-0.010869,0.016104,-0.138264,0.100870,-5.815225,0.995611,0.013697,0.022098,0.089904,-15.591219,90.127794,92.387674,-15.591219,0.464033,0.018481,0.018481,0.817806,2,1,1,2,1000.000000,1,1,105,2080,0,1,1,0,1,1,0,1,0,0,1480,280,0,1420,160,0,0.000000,425.101373,308.934342,299.318800,125.782573,0,4.589874,1.632162,90.549993,2.399334,0.853281,92.391560
